Location,AM/PM,Count,Male,Female,<18,19-39,40+,Helmet,On street,In Direction of Traffic,Traffic Laws,In Bike lane,Gender Not reported (0),Age Not reported (0),Helmet not reported (1),On Street not reported (1),In direction of traffic not reported (1),Traffic Laws not reported (1),In Bike Lanes not reported (1)
10th & Peachtree,PM,Spring 2010,1,0,0,0,1,1,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,0,1,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,0,1,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,0,1,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Spring 2010,1,0,0,0,1,1,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,1,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,0,1,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,0,1,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,0,1,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,0,1,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,0,1,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,0,1,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,0,1,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,0,1,1,1,1,,1,0,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,0,0,0,0,1,1,0,1,0,,0,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,0,0,0,,0,,1,0,0,0,1,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,0,0,0,0,1,1,1,1,1,,0,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,0,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,1,0,1,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,1,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,1,1,1,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,1,0,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,PM,Fall 2010,1,0,0,0,1,0,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,1,0,0,0,1,1,1,1,,2,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,1,0,0,0,1,1,1,1,,2,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,0,0,0,0,1,0,1,0,,1,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,1,0,0,0,0,1,1,1,,2,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,1,0,1,0,0,0,0,1,,2,1,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,1,0,0,0,0,0,1,1,,2,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,1,0,0,0,0,0,1,0,,2,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,1,0,0,0,0,1,1,1,,2,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2011,1,1,0,0,0,0,0,0,,,2,0,0,0,0,1,1
10th & Peachtree,AM,Spring 2011,1,1,0,0,0,1,1,1,,,2,0,0,0,0,1,1
10th & Peachtree,AM,Spring 2011,1,1,0,1,0,1,1,1,,,2,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2011,1,1,0,1,0,1,0,0,0,,2,1,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,0,1,0,1,0,0,0,,,,1,1,0,0,1,1,1
10th & Peachtree,AM,Spring 2011,1,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,1,0,0,0,1,0,1,1,,2,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,0,0,0,0,1,1,1,1,,1,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,0,0,0,0,0,0,1,1,,1,0,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,1,0,1,0,0,1,1,1,,2,1,0,0,0,0,1
10th & Peachtree,AM,Spring 2011,1,0,0,1,0,1,0,0,0,,1,1,0,0,0,0,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,0,1,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,0,1,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,0,1,0,0,1,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,0,1,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,0,1,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,0,1,0,0,0,0,1,1,,,1,0,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,0,0,1,1,1,,,1,0,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,0,1,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2011,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,0,1,0,0,1,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,0,1,0,1,0,1,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,0,1,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,0,1,0,1,0,1,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,1,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,1,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,1,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,1,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,0,1,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,0,0,0,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,1,0,0,1,0,1,1,1,,,1,1,0,0,0,1,1
10th & Peachtree,PM,Spring 2012,0,1,0,1,0,0,0,1,,,1,1,0,0,0,1,1
10th & Peachtree,AM,Fall 2012,,1,,1,,1,1,1,,n/a,1,1,0,0,0,1,0
10th & Peachtree,AM,Fall 2012,1,,,,1,1,0,0,,n/a,1,1,0,0,0,1,0
